"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"QMJHL","Francis Perron","35360/francis-perron","F","2016","DY+2","62","0.8065","0.4516","1.2581","28","22","7","50","10","18","15","28","196","14.29","43","23.26","258","15.89","4.16","41","108","1.7419","64.10","48.72","","","","","","","1996-04-18","20.41","20.70","","","L","2014","OTT (2014) - #190","OTT","VAN","pick224.com/images/35360_francis-perron2016.png"
"WHL","Dryden Hunt","34393/dryden-hunt","F","2016","DY+2","72","0.9306","0.3056","1.2362","43","24","16","67","15","7","11","22","","","","","","","0.00","58","116","1.6111","75.28","65.17","","","","","","","1995-11-24","20.81","21.10","","","L","2014","","","FLA",""
"OHL","Travis Konecny","37124/travis-konecny","F","2016","DY+1","60","0.8833","0.3333","1.2166","25","28","19","53","5","15","8","20","185","13.51","49","10.20","241","12.45","4.02","30","101","1.6833","72.60","41.10","","","","","","","1997-03-11","19.51","19.81","","","R","2015","PHI (2015) - #24","PHI","PHI","pick224.com/images/37124_travis-konecny2016.png"
"QMJHL","Pierre-Luc Dubois","39904/pierre-luc-dubois","F","2016","DY","62","0.8387","0.3710","1.2097","29","23","12","52","10","13","4","23","165","17.58","55","18.18","236","17.80","3.81","42","98","1.5806","69.33","52.00","","","","","","","1998-06-24","18.23","18.52","","","L","2016","CBJ (2016) - #3","CBJ","CBJ","pick224.com/images/39904_pierre-luc-dubois2016.png"
"WHL","Adam Helewka","33838/adam-helewka","F","2016","DY+3","53","0.8679","0.3208","1.1887","30","16","4","46","9","8","4","17","","","","","","","0.00","42","74","1.3962","73.02","61.90","","","","","","","1995-07-21","21.15","21.44","","","L","2013","SJS (2015) - #106","SJS","",""
"QMJHL","Nicolas Roy (97)","36849/nicolas-roy","F","2016","DY+1","63","0.6349","0.5397","1.1746","28","12","6","40","20","14","10","34","182","15.38","67","29.85","254","18.90","4.03","48","90","1.4286","54.05","64.86","","","","","","","1997-02-05","19.61","19.91","","","R","2015","CAR (2015) - #96","CAR","VGK","pick224.com/images/36849_nicolas-roy2016.png"
"QMJHL","Anthony Beauvillier","37753/anthony-beauvillier","F","2016","DY+1","47","0.6383","0.5319","1.1702","23","7","9","30","15","10","10","25","150","15.33","77","19.48","238","16.81","5.06","40","79","1.6809","54.55","69.09","","","","","","","1997-06-08","19.27","19.56","","","L","2015","NYI (2015) - #28","NYI","NYI","pick224.com/images/37753_anthony-beauvillier2016.png"
"QMJHL","Alexis D'Aoust","35245/alexis-d-aoust","F","2016","DY+2","68","0.8824","0.2794","1.1618","33","27","4","60","9","10","11","19","246","13.41","37","24.32","290","15.17","4.26","44","98","1.4412","75.95","53.16","","","","","","","1996-04-03","20.45","20.74","","","R","2014","","","","pick224.com/images/35245_alexis-d-aoust2016.png"
"QMJHL","Vitali Abramov","39602/vitali-abramov","F","2016","DY","63","0.7302","0.4286","1.1588","27","19","17","46","11","16","3","27","163","16.56","55","20.00","221","17.19","3.51","38","93","1.4762","63.01","52.05","","","","","","","1998-05-08","18.35","18.65","","","L","2016","CBJ (2016) - #65","CBJ","OTT","pick224.com/images/39602_vitali-abramov2016.png"
"OHL","Spencer Watson","35412/spencer-watson","F","2016","DY+2","64","0.7500","0.3906","1.1406","28","20","11","48","15","10","4","25","259","10.81","88","17.05","353","12.18","5.52","43","89","1.3906","65.75","58.90","","","","","","","1996-04-25","20.39","20.68","","","R","2014","LAK (2014) - #209","LAK","","pick224.com/images/35412_spencer-watson2016.png"
"OHL","Matthew Tkachuk","38559/matthew-tkachuk","F","2016","DY","57","0.6491","0.4912","1.1403","20","17","25","37","9","19","14","28","127","15.75","59","15.25","191","15.71","3.35","30","107","1.8772","56.92","44.62","","","","","","","1997-12-11","18.76","19.06","","","L","2016","CGY (2016) - #6","CGY","CGY","pick224.com/images/38559_matthew-tkachuk2016.png"
"QMJHL","Michael Joly","33389/michael-joly","F","2016","DY+3","60","0.7500","0.3833","1.1333","32","13","6","45","12","11","6","23","186","17.20","35","34.29","238","19.75","3.97","47","87","1.4500","66.18","64.71","","","","","","","1995-05-05","21.36","21.66","","","L","2013","","","","pick224.com/images/33389_michael-joly2016.png"
"WHL","Adam Brooks","35495/adam-brooks","F","2016","DY+2","72","0.8750","0.2500","1.1250","28","35","15","63","7","11","14","18","","","","","","","0.00","38","120","1.6667","77.78","43.21","","","","","","","1996-05-06","20.36","20.65","","","L","2014","TOR (2016) - #92","TOR","TOR",""
"QMJHL","Michael Carcone","35607/michael-carcone","F","2016","DY+2","66","0.7121","0.4091","1.1212","30","17","6","47","16","11","8","27","174","17.24","40","40.00","231","20.35","3.50","47","89","1.3485","63.51","62.16","","","","","","","1996-05-19","20.32","20.62","","","L","2014","","","OTT","pick224.com/images/35607_michael-carcone2016.png"
"QMJHL","Dmytro Timashov","36283/dmytro-timashov","F","2016","DY+1","57","0.8421","0.2632","1.1053","19","29","10","48","3","12","12","15","113","16.81","24","12.50","145","15.17","2.54","22","85","1.4912","76.19","34.92","","","","","","","1996-10-01","19.96","20.25","","","L","2015","TOR (2015) - #125","TOR","DET","pick224.com/images/36283_dmytro-timashov2016.png"
"QMJHL","Anthony Richard","36554/anthony-richard","F","2016","DY+1","58","0.7241","0.3793","1.1034","24","18","7","42","8","14","8","22","164","14.63","45","17.78","234","15.81","4.03","37","87","1.5000","65.63","50.00","","","","","","","1996-12-20","19.74","20.03","","","L","2015","NSH (2015) - #100","NSH","NSH","pick224.com/images/36554_anthony-richard2016.png"
"OHL","Michael Dal Colle","35794/michael-dal-colle","F","2016","DY+2","60","0.8000","0.3000","1.1000","29","19","7","48","4","14","5","18","176","16.48","71","5.63","251","13.94","4.18","35","80","1.3333","72.73","50.00","","","","","","","1996-06-20","20.24","20.53","","","L","2014","NYI (2014) - #5","NYI","NYI","pick224.com/images/35794_michael-dal-colle2016.png"
"OHL","Christian Fischer","37389/christian-fischer","F","2016","DY+1","66","0.7273","0.3636","1.0909","30","18","9","48","10","14","9","24","193","15.54","69","14.49","266","15.04","4.03","40","90","1.3636","66.67","55.56","","","","","","","1997-04-15","19.42","19.71","","","R","2015","ARI (2015) - #32","ARI","ARI","pick224.com/images/37389_christian-fischer2016.png"
"WHL","Mathew Barzal","37672/mathew-barzal","F","2016","DY+1","58","0.6207","0.4655","1.0862","18","18","14","36","9","18","11","27","","","","","","","0.00","27","88","1.5172","57.14","42.86","","","","","","","1997-05-26","19.30","19.60","","","R","2015","NYI (2015) - #16","NYI","NYI",""
"OHL","Zach Bratina","34565/zach-bratina","F","2016","DY+2","12","0.7500","0.3333","1.0833","8","1","0","9","3","1","0","4","27","29.63","13","23.08","45","26.67","3.75","12","15","1.2500","69.23","84.62","","","","","","","1996-01-06","20.69","20.99","","","L","2014","","","","pick224.com/images/34565_zach-bratina2016.png"
"QMJHL","Alex Barre-Boulet","37639/alex-barre-boulet","F","2016","DY+1","65","0.6154","0.4615","1.0769","24","16","8","40","11","19","10","30","145","16.55","43","25.58","199","17.59","3.06","35","89","1.3692","57.14","50.00","","","","","","","1997-05-21","19.32","19.61","","","L","2015","","","TBL","pick224.com/images/37639_alex-barre-boulet2016.png"
"QMJHL","Guillaume Gauthier","34101/guillaume-gauthier","F","2016","DY+3","67","0.5075","0.5373","1.0448","13","21","9","34","25","11","7","36","175","7.43","64","39.06","249","15.26","3.72","38","86","1.2836","48.57","54.29","","","","","","","1995-09-12","21.01","21.30","","","L","2013","","","","pick224.com/images/34101_guillaume-gauthier2016.png"
"OHL","Michael Amadio","35555/michael-amadio","F","2016","DY+2","68","0.7353","0.3088","1.0441","33","17","5","50","9","12","7","21","176","18.75","44","20.45","249","20.08","3.66","50","98","1.4412","70.42","59.15","","","","","","","1996-05-13","20.34","20.63","","","R","2014","LAK (2014) - #90","LAK","LAK","pick224.com/images/35555_michael-amadio2016.png"
"WHL","Alex Forsberg","32443/alex-forsberg","F","2016","DY+3","71","0.6479","0.3944","1.0423","18","28","10","46","13","15","7","28","","","","","","","0.00","31","91","1.2817","62.16","41.89","","","","","","","1995-01-04","21.70","21.99","","","L","2013","","","",""
"QMJHL","Evgeni Svechnikov","36398/yevgeni-svechnikov","F","2016","DY+1","50","0.6600","0.3800","1.0400","16","17","14","33","13","6","8","19","128","12.50","37","35.14","173","18.50","3.46","32","78","1.5600","63.46","55.77","","","","","","","1996-10-31","19.88","20.17","","","L","2015","DET (2015) - #19","DET","DET","pick224.com/images/36398_yevgeni-svechnikov2016.png"
"QMJHL","Daniel Sprong","37165/daniel-sprong","F","2016","DY+1","33","0.7273","0.3030","1.0303","11","13","3","24","5","5","9","10","119","9.24","20","25.00","145","11.03","4.39","16","46","1.3939","70.59","47.06","","","","","","","1997-03-17","19.49","19.79","","","R","2015","PIT (2015) - #46","PIT","WSH","pick224.com/images/37165_daniel-sprong2016.png"
"QMJHL","Anthony Beauregard","34359/anthony-beauregard","F","2016","DY+2","67","0.6866","0.3433","1.0299","20","26","11","46","9","14","11","23","135","14.81","41","21.95","185","16.22","2.76","30","93","1.3881","66.67","42.03","","","","","","","1995-11-15","20.83","21.13","","","R","2014","","","","pick224.com/images/34359_anthony-beauregard2016.png"
"WHL","Tyson Baillie","34364/tyson-baillie","F","2016","DY+2","70","0.7000","0.3286","1.0286","30","19","12","49","12","11","9","23","","","","","","","0.00","43","95","1.3571","68.06","58.33","","","","","","","1995-11-16","20.83","21.13","","","R","2014","","","",""
"WHL","Luke Philp","34327/luke-philp","F","2016","DY+2","39","0.7692","0.2564","1.0256","15","15","3","30","5","5","0","10","","","","","","","0.00","21","45","1.1538","75.00","50.00","","","","","","","1995-11-06","20.86","21.15","","","R","2014","","","CGY",""
"OHL","Brendan Lemieux","35104/brendan-lemieux","F","2016","DY+2","45","0.6222","0.4000","1.0222","18","10","7","28","14","4","8","18","152","11.84","61","22.95","217","14.75","4.82","32","62","1.3778","60.87","69.57","","","","","","","1996-03-15","20.50","20.79","","","L","2014","BUF (2014) - #31","BUF","NYR","pick224.com/images/35104_brendan-lemieux2016.png"
"QMJHL","Maxim Lazarev","34767/maxim-lazarev","F","2016","DY+2","52","0.6731","0.3462","1.0193","19","16","5","35","10","8","15","18","129","14.73","54","18.52","191","15.71","3.67","30","75","1.4423","66.04","54.72","","","","","","","1996-01-29","20.63","20.92","","","R","2014","","","","pick224.com/images/34767_maxim-lazarev2016.png"
"WHL","Reid Gardiner","34678/reid-gardiner","F","2016","DY+2","71","0.7042","0.3099","1.0141","30","20","12","50","11","11","6","22","","","","","","","0.00","43","92","1.2958","69.44","56.94","","","","","","","1996-01-19","20.66","20.95","","","R","2014","","","",""
"OHL","Ryan MacInnis","34895/ryan-macinnis","F","2016","DY+2","59","0.6271","0.3729","1.0000","23","14","16","37","15","7","6","22","175","13.14","66","22.73","243","15.64","4.12","38","81","1.3729","62.71","64.41","","","","","","","1996-02-14","20.59","20.88","","","L","2014","ARI (2014) - #43","ARI","CBJ","pick224.com/images/34895_ryan-macinnis2016.png"
"WHL","Brayden Burke","36581/brayden-burke","F","2016","DY+1","72","0.7361","0.2639","1.0000","23","30","14","53","3","16","21","19","","","","","","","0.00","27","109","1.5139","73.61","36.11","","","","","","","1997-01-01","19.71","20.00","","","L","2015","","","ARI",""
"OHL","Jeremy Bracco","37164/jeremy-bracco","F","2016","DY+1","49","0.7347","0.2653","1.0000","19","17","8","36","2","11","7","13","93","20.43","25","8.00","118","17.80","2.41","21","64","1.3061","73.47","42.86","","","","","","","1997-03-17","19.49","19.79","","","R","2015","TOR (2015) - #61","TOR","TOR","pick224.com/images/37164_jeremy-bracco2016.png"
"QMJHL","Julien Gauthier","38357/julien-gauthier","F","2016","DY","54","0.7407","0.2593","1.0000","29","11","2","40","11","3","0","14","163","17.79","36","30.56","208","19.71","3.85","41","57","1.0556","74.07","74.07","","","","","","","1997-10-15","18.92","19.21","","","R","2016","CAR (2016) - #21","CAR","NYR","pick224.com/images/38357_julien-gauthier2016.png"
"WHL","Nolan Patrick","40303/nolan-patrick","F","2016","DY-1","72","0.7222","0.2778","1.0000","29","23","15","52","12","8","8","20","","","","","","","0.00","41","102","1.4167","72.22","56.94","","","","","","","1998-09-19","17.99","18.28","","","R","2017","PHI (2017) - #2","PHI","PHI",""
"WHL","Tyler Wong","35010/tyler-wong","F","2016","DY+2","72","0.6667","0.3194","0.9861","27","21","14","48","14","9","0","23","","","","","","","0.00","43","89","1.2361","67.61","57.75","","","","","","","1996-02-28","20.55","20.84","","","R","2014","","","",""
"OHL","Hunter Garlent","32697/hunter-garlent","F","2016","DY+3","68","0.7941","0.1912","0.9853","31","23","16","54","8","5","3","13","204","15.20","57","14.04","269","14.87","3.96","40","87","1.2794","80.60","58.21","","","","","","","1995-02-04","21.61","21.91","","","R","2013","","","","pick224.com/images/32697_hunter-garlent2016.png"
"OHL","Adam Mascherin","39781/adam-mascherin","F","2016","DY","65","0.7538","0.2308","0.9846","26","23","11","49","9","6","6","15","188","13.83","69","13.04","258","13.57","3.97","35","81","1.2462","76.56","54.69","","","","","","","1998-06-06","18.28","18.57","","","L","2016","FLA (2016) - #38","FLA","DAL","pick224.com/images/39781_adam-mascherin2016.png"
"QMJHL","Nicolas Aube-Kubel","35531/nicolas-aube-kubel","F","2016","DY+2","61","0.7049","0.2787","0.9836","24","19","7","43","9","8","10","17","166","14.46","37","24.32","221","17.19","3.62","38","84","1.3770","71.67","55.00","","","","","","","1996-05-10","20.35","20.64","","","R","2014","PHI (2014) - #48","PHI","PHI","pick224.com/images/35531_nicolas-aube-kubel2016.png"
"WHL","John Quenneville","35350/john-quenneville","F","2016","DY+2","57","0.6667","0.2982","0.9649","19","19","7","38","9","8","8","17","","","","","","","0.00","30","72","1.2632","69.09","50.91","","","","","","","1996-04-16","20.41","20.71","","","L","2014","NJD (2014) - #30","NJD","CHI",""
"OHL","Pavel Zacha","37315/pavel-zacha","F","2016","DY+1","51","0.6078","0.3529","0.9607","16","15","6","31","10","8","7","18","108","14.81","42","23.81","163","17.18","3.20","28","64","1.2549","63.27","53.06","","","","","","","1997-04-06","19.44","19.74","","","L","2015","NJD (2015) - #6","NJD","NJD","pick224.com/images/37315_pavel-zacha2016.png"
"QMJHL","Samuel Blais","35772/samuel-blais","F","2016","DY+2","63","0.6032","0.3492","0.9524","17","21","7","38","15","7","14","22","152","11.18","47","31.91","205","16.10","3.25","33","82","1.3016","63.33","53.33","","","","","","","1996-06-17","20.24","20.54","","","L","2014","STL (2014) - #176","STL","STL","pick224.com/images/35772_samuel-blais2016.png"
"WHL","Parker Bowles","32607/parker-bowles","F","2016","DY+3","72","0.5694","0.3750","0.9444","22","19","17","41","16","11","9","27","","","","","","","0.00","39","96","1.3333","60.29","55.88","","","","","","","1995-01-25","21.64","21.93","","","L","2013","","","",""
"OHL","Dante Salituro","36445/dante-salituro","F","2016","DY+1","65","0.5385","0.4000","0.9385","24","11","14","35","13","13","7","26","161","14.91","81","16.05","245","15.51","3.77","38","83","1.2769","57.38","60.66","","","","","","","1996-11-15","19.83","20.13","","","R","2015","","","","pick224.com/images/36445_dante-salituro2016.png"
"QMJHL","Gabryel Boudreau","32842/gabryel-boudreau","F","2016","DY+3","60","0.6500","0.2833","0.9333","23","16","6","39","11","6","13","17","163","14.11","65","16.92","234","14.53","3.90","34","75","1.2500","69.64","60.71","","","","","","","1995-02-21","21.57","21.86","","","L","2013","SJS (2013) - #49","SJS","","pick224.com/images/32842_gabryel-boudreau2016.png"
"QMJHL","Christophe Boivin","34890/christophe-boivin","F","2016","DY+2","60","0.5500","0.3833","0.9333","20","13","7","33","11","12","4","23","199","10.05","60","18.33","269","11.52","4.48","31","67","1.1167","58.93","55.36","","","","","","","1996-02-13","20.59","20.88","","","L","2014","","","","pick224.com/images/34890_christophe-boivin2016.png"
"OHL","Alexander Nylander","39081/alexander-nylander","F","2016","DY","57","0.5614","0.3684","0.9298","18","14","13","32","9","12","7","21","106","16.98","65","13.85","178","15.73","3.12","28","75","1.3158","60.38","50.94","","","","","","","1998-03-02","18.54","18.83","","","R","2016","BUF (2016) - #8","BUF","CHI","pick224.com/images/39081_alexander-nylander2016.png"
"OHL","Eric Cornel","35300/eric-cornel","F","2016","DY+2","68","0.7500","0.1765","0.9265","22","29","15","51","5","7","5","12","188","11.70","43","11.63","238","11.34","3.50","27","83","1.2206","80.95","42.86","","","","","","","1996-04-11","20.43","20.72","","","R","2014","BUF (2014) - #44","BUF","","pick224.com/images/35300_eric-cornel2016.png"
"QMJHL","Danny Moynihan","34437/danny-moynihan","F","2016","DY+2","67","0.6269","0.2985","0.9254","25","17","3","42","11","9","4","20","158","15.82","53","20.75","219","16.44","3.27","36","70","1.0448","67.74","58.06","","","","","","","1995-12-08","20.77","21.06","","","L","2014","","","","pick224.com/images/34437_danny-moynihan2016.png"
"OHL","Julius Nattinen","36698/julius-nattinen","F","2016","DY+1","52","0.5577","0.3654","0.9231","12","17","16","29","9","10","6","19","68","17.65","32","28.13","102","21.57","1.96","22","71","1.3654","60.42","43.75","","","","","","","1997-01-14","19.67","19.96","","","L","2015","ANA (2015) - #59","ANA","","pick224.com/images/36698_julius-nattinen2016.png"
"OHL","Lawson Crouse","37828/lawson-crouse","F","2016","DY+1","49","0.7143","0.2041","0.9184","15","20","8","35","6","4","5","10","158","9.49","47","12.77","223","10.31","4.55","23","62","1.2653","77.78","46.67","","","","","","","1997-06-23","19.23","19.52","","","L","2015","FLA (2015) - #11","FLA","ARI","pick224.com/images/37828_lawson-crouse2016.png"
"WHL","Cameron Hebig","36739/cameron-hebig","F","2016","DY+1","59","0.6949","0.2203","0.9152","21","20","8","41","5","8","7","13","","","","","","","0.00","26","69","1.1695","75.93","48.15","","","","","","","1997-01-21","19.65","19.94","","","R","2015","","","EDM",""
"WHL","Tyler Soy","36898/tyler-soy","F","2016","DY+1","72","0.6389","0.2639","0.9028","28","18","7","46","12","7","6","19","","","","","","","0.00","46","85","1.1806","70.77","61.54","","","","","","","1997-02-10","19.60","19.89","","","L","2015","ANA (2016) - #205","ANA","",""
"QMJHL","Jean-Christophe Beaudin","37252/jean-christophe-beaudin","F","2016","DY+1","58","0.6034","0.2931","0.8965","19","16","16","35","10","7","9","17","134","14.18","32","31.25","183","18.03","3.16","33","82","1.4138","67.31","55.77","","","","","","","1997-03-27","19.47","19.76","","","R","2015","COL (2015) - #71","COL","OTT","pick224.com/images/37252_jean-christophe-beaudin2016.png"
"OHL","Taylor Raddysh","38994/taylor-raddysh","F","2016","DY","67","0.6567","0.2388","0.8955","13","31","12","44","11","5","1","16","160","8.13","65","16.92","225","10.67","3.36","24","73","1.0896","73.33","40.00","","","","","","","1998-02-18","18.58","18.87","","","R","2016","TBL (2016) - #58","TBL","TBL","pick224.com/images/38994_taylor-raddysh2016.png"
"WHL","Kailer Yamamoto","40350/kailer-yamamoto","F","2016","DY-1","57","0.6140","0.2807","0.8947","11","24","12","35","7","9","4","16","","","","","","","0.00","19","71","1.2456","68.63","35.29","","","","","","","1998-09-29","17.96","18.26","","","R","2017","EDM (2017) - #22","EDM","EDM",""
"OHL","Aaron Berisha","32941/aaron-berisha","F","2016","DY+3","66","0.5909","0.3030","0.8939","28","11","7","39","16","4","5","20","139","20.14","51","31.37","194","23.20","2.94","45","72","1.0909","66.10","74.58","","","","","","","1995-03-05","21.53","21.82","","","R","2013","","","","pick224.com/images/32941_aaron-berisha2016.png"
"QMJHL","Pascal Laberge","39383/pascal-laberge","F","2016","DY","56","0.5893","0.3036","0.8929","19","14","9","33","4","13","9","17","149","12.75","33","12.12","185","12.43","3.30","23","68","1.2143","66.00","46.00","","","","","","","1998-04-09","18.43","18.73","","","R","2016","PHI (2016) - #36","PHI","PHI","pick224.com/images/39383_pascal-laberge2016.png"
"WHL","Chase Witala","33534/chase-witala","F","2016","DY+3","71","0.6761","0.2113","0.8874","27","21","10","48","11","4","4","15","","","","","","","0.00","40","79","1.1127","76.19","60.32","","","","","","","1995-05-27","21.30","21.59","","","L","2013","","","",""
"WHL","Giorgio Estephan","36831/giorgio-estephan","F","2016","DY+1","59","0.6441","0.2373","0.8814","21","17","9","38","6","8","10","14","","","","","","","0.00","30","74","1.2542","73.08","51.92","","","","","","","1997-02-03","19.62","19.91","","","R","2015","BUF (2015) - #152","BUF","",""
"OHL","Mitchell Stephens","36853/mitchell-stephens","F","2016","DY+1","39","0.7179","0.1538","0.8717","18","10","1","28","2","4","3","6","107","16.82","23","8.70","135","14.81","3.46","20","38","0.9744","82.35","58.82","","","","","","","1997-02-05","19.61","19.91","","","R","2015","TBL (2015) - #33","TBL","TBL","pick224.com/images/36853_mitchell-stephens2016.png"
"OHL","Joshua Ho-Sang","34704/joshua-ho-sang","F","2016","DY+2","66","0.6667","0.1970","0.8637","17","27","14","44","2","11","10","13","111","15.32","19","10.53","131","14.50","1.98","19","82","1.2424","77.19","33.33","","","","","","","1996-01-22","20.65","20.94","","","R","2014","NYI (2014) - #28","NYI","NYI","pick224.com/images/34704_joshua-ho-sang2016.png"
"WHL","Jack Walker","36010/jack-walker","F","2016","DY+2","72","0.5556","0.3056","0.8612","26","14","8","40","10","12","14","22","","","","","","","0.00","36","84","1.1667","64.52","58.06","","","","","","","1996-07-30","20.13","20.42","","","L","2014","TOR (2016) - #152","TOR","",""
"WHL","Collin Shirley","35109/collin-shirley","F","2016","DY+2","72","0.7222","0.1389","0.8611","31","21","7","52","4","6","6","10","","","","","","","0.00","37","79","1.0972","83.87","56.45","","","","","","","1996-03-16","20.50","20.79","","","L","2014","","","",""
"OHL","Dylan Sadowy","35236/dylan-sadowy","F","2016","DY+2","64","0.6250","0.2344","0.8594","30","10","7","40","12","3","3","15","155","19.35","59","20.34","232","19.40","3.63","45","70","1.0938","72.73","76.36","","","","","","","1996-04-02","20.45","20.75","","","L","2014","SJS (2014) - #81","SJS","","pick224.com/images/35236_dylan-sadowy2016.png"
"OHL","Zach Senyshyn","37271/zach-senyshyn","F","2016","DY+1","66","0.6515","0.1970","0.8485","33","10","5","43","11","2","3","13","209","15.79","52","21.15","263","17.11","3.98","45","65","0.9848","76.79","78.57","","","","","","","1997-03-30","19.46","19.75","","","R","2015","BOS (2015) - #15","BOS","BOS","pick224.com/images/37271_zach-senyshyn2016.png"
"OHL","Logan Brown","39108/logan-brown","F","2016","DY","59","0.5424","0.3051","0.8475","14","18","12","32","6","12","11","18","103","13.59","53","11.32","158","13.29","2.68","21","74","1.2542","64.00","40.00","","","","","","","1998-03-05","18.53","18.82","","","L","2016","OTT (2016) - #11","OTT","OTT","pick224.com/images/39108_logan-brown2016.png"
"WHL","Matthew Phillips","39365/matthew-phillips","F","2016","DY","72","0.4583","0.3889","0.8472","21","12","11","33","16","12","4","28","","","","","","","0.00","37","76","1.0556","54.10","60.66","","","","","","","1998-04-06","18.44","18.74","","","R","2016","CGY (2016) - #166","CGY","CGY",""
"OHL","Greg Betzold","32988/greg-betzold","F","2016","DY+3","65","0.5846","0.2615","0.8461","31","7","8","38","12","5","2","17","196","15.82","53","22.64","249","17.27","3.83","43","65","1.0000","69.09","78.18","","","","","","","1995-03-11","21.51","21.81","","","L","2013","","","","pick224.com/images/32988_greg-betzold2016.png"
