"LEAGUE","NAME","PLAYER ID","POS","SEASON","DY+/-","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","SH%","SHOTS/GP","TG","TP","TP/GP","EV%","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"QMJHL","Giovanni Fiore","36077/giovanni-fiore","F","2017","DY+3","61","0.8033","0.3770","1.1803","32","17","9","49","17","6","5","23","240","13.33","91","18.68","350","14.86","5.74","52","90","1.4754","68.06","68.06","","","","","","","1996-08-13","21.09","21.38","CAP","6'01","L","2014","","","","pick224.com/images/36077_giovanni-fiore2017.png"
"QMJHL","Tyler Boland","36215/tyler-boland","F","2017","DY+3","68","0.7941","0.3529","1.1470","34","20","11","54","13","11","12","24","194","17.53","60","21.67","270","17.78","3.97","48","103","1.5147","69.23","60.26","","","","","","","1996-09-12","21.01","21.30","RIM","6'00","R","2014","","","","pick224.com/images/36215_tyler-boland2017.png"
"QMJHL","German Rubtsov","39921/german-rubtsov","F","2017","DY+1","16","0.5625","0.5625","1.1250","4","5","4","9","5","4","0","9","27","14.81","9","55.56","38","23.68","2.38","9","22","1.3750","50.00","50.00","","","","","","","1998-06-27","19.22","19.51","CHI","6'00","L","2016","PHI (2016) - #22","PHI","PHI","pick224.com/images/39921_german-rubtsov2017.png"
"QMJHL","Mathieu Joseph","36895/mathieu-joseph","F","2017","DY+2","54","0.6111","0.5000","1.1111","20","13","6","33","11","16","8","27","140","14.29","29","37.93","187","19.25","3.46","36","80","1.4815","55.00","51.67","","","","","","","1997-02-09","20.60","20.89","SNB","6'01","L","2015","TBL (2015) - #120","TBL","TBL","pick224.com/images/36895_mathieu-joseph2017.png"
"QMJHL","Nico Hischier","40667/nico-hischier","F","2017","DY","57","0.7368","0.3684","1.1052","24","18","8","42","11","10","8","21","167","14.37","56","19.64","231","16.45","4.05","38","86","1.5088","66.67","55.56","","","","","","","1999-01-04","18.70","18.99","HAL","6'00","L","2017","NJD (2017) - #1","NJD","NJD","pick224.com/images/40667_nico-hischier2017.png"
"WHL","Mathew Barzal","37672/mathew-barzal","F","2017","DY+2","41","0.7561","0.3415","1.0976","8","23","16","31","1","13","13","14","","","","","","","0.00","","","","68.89","20.00","","","","","","","1997-05-26","20.30","20.60","SEA","6'00","R","2015","NYI (2015) - #16","NYI","NYI",""
"QMJHL","Antoine Dufort-Plante","35796/antoine-dufort-plante","F","2017","DY+3","21","0.8095","0.2857","1.0952","10","7","4","17","3","3","4","6","67","14.93","7","42.86","78","16.67","3.71","13","31","1.4762","73.91","56.52","","","","","","","1996-06-20","21.24","21.53","RIM","5'10","L","2014","","","","pick224.com/images/35796_antoine-dufort-plante2017.png"
"OHL","Adam Mascherin","39781/adam-mascherin","F","2017","DY+1","65","0.6000","0.4923","1.0923","21","18","14","39","13","19","14","32","175","12.00","101","12.87","280","12.50","4.31","35","100","1.5385","54.93","47.89","","","","","","","1998-06-06","19.28","19.57","KIT","5'09","L","2016","FLA (2016) - #38","FLA","DAL","pick224.com/images/39781_adam-mascherin2017.png"
"OHL","Nick Suzuki","42090/nick-suzuki","F","2017","DY","65","0.7077","0.3846","1.0923","26","20","13","46","14","11","7","25","191","13.61","61","22.95","261","17.24","4.02","45","96","1.4769","64.79","56.34","","","","","","","1999-08-10","18.10","18.39","OS","5'11","R","2017","VGK (2017) - #13","VGK","MTL","pick224.com/images/42090_nick-suzuki2017.png"
"OHL","Jeremy Bracco","37164/jeremy-bracco","F","2017","DY+2","57","0.6667","0.4211","1.0878","18","20","10","38","6","18","9","24","107","16.82","50","12.00","159","15.72","2.79","25","83","1.4561","61.29","38.71","","","","","","","1997-03-17","20.49","20.79","KIT/WSR","5'10","R","2015","TOR (2015) - #61","TOR","TOR","pick224.com/images/37164_jeremy-bracco2017.png"
"QMJHL","Francois Beauchemin","34736/francois-beauchemin","F","2017","DY+3","69","0.9275","0.1594","1.0869","38","26","9","64","6","5","9","11","155","24.52","49","12.24","214","21.03","3.10","45","97","1.4058","85.33","58.67","","","","","","","1996-01-25","21.64","21.93","VDO/CHA","6'01","L","2014","","","","pick224.com/images/34736_francois-beauchemin2017.png"
"WHL","Tyler Wong","35010/tyler-wong","F","2017","DY+3","69","0.8116","0.2609","1.0725","33","23","11","56","12","6","12","18","","","","","","","0.00","","","","75.68","60.81","","","","","","","1996-02-28","21.55","21.84","LET","5'09","R","2014","","","",""
"QMJHL","Christophe Boivin","34890/christophe-boivin","F","2017","DY+3","68","0.7941","0.2647","1.0588","35","19","10","54","8","10","8","18","243","14.40","50","16.00","293","14.68","4.31","43","90","1.3235","75.00","59.72","","","","","","","1996-02-13","21.59","21.88","BAT","5'08","L","2014","","","","pick224.com/images/34890_christophe-boivin2017.png"
"OHL","Ryan Moore","37338/ryan-moore","F","2017","DY+2","68","0.8235","0.2353","1.0588","31","25","10","56","6","10","5","16","205","15.12","50","12.00","268","14.55","3.94","39","90","1.3235","77.78","51.39","","","","","","","1997-04-09","20.43","20.73","FLNT","5'08","L","2015","","","","pick224.com/images/37338_ryan-moore2017.png"
"QMJHL","Joey Ratelle","35390/joey-ratelle","F","2017","DY+3","62","0.7097","0.3226","1.0323","29","15","7","44","10","10","4","20","161","18.01","46","21.74","217","18.89","3.50","41","77","1.2419","68.75","60.94","","","","","","","1996-03-27","21.47","21.76","DRU/CHI","5'11","L","2014","","","","pick224.com/images/35390_joey-ratelle2017.png"
"OHL","Artur Tyanulin","36732/artur-tyanulin","F","2017","DY+2","67","0.7463","0.2836","1.0299","19","31","8","50","5","14","8","19","137","13.87","35","14.29","177","13.56","2.64","24","85","1.2687","72.46","34.78","","","","","","","1997-01-20","20.65","20.95","OTT","5'10","R","2015","","","","pick224.com/images/36732_artur-tyanulin2017.png"
"WHL","Brett Howden","39304/brett-howden","F","2017","DY+1","58","0.7241","0.2931","1.0172","26","16","10","42","11","6","8","17","","","","","","","0.00","","","","71.19","62.71","","","","","","","1998-03-29","19.46","19.76","MJ","6'03","L","2016","TBL (2016) - #27","TBL","NYR",""
"OHL","Owen Tippett","40984/owen-tippett","F","2017","DY","60","0.7667","0.2500","1.0167","33","13","5","46","11","4","8","15","219","15.07","55","20.00","284","15.49","4.73","44","75","1.2500","75.41","72.13","","","","","","","1999-02-16","18.58","18.88","MISS","6'02","R","2017","FLA (2017) - #10","FLA","FLA","pick224.com/images/40984_owen-tippett2017.png"
"QMJHL","Dennis Yan","37377/dennis-yan","F","2017","DY+2","64","0.7344","0.2813","1.0157","34","13","6","47","12","6","4","18","193","17.62","56","21.43","251","18.33","3.92","46","75","1.1719","72.31","70.77","","","","","","","1997-04-14","20.42","20.71","SHA","6'01","L","2015","TBL (2015) - #64","TBL","TBL","pick224.com/images/37377_dennis-yan2017.png"
"OHL","Dmitri Sokolov","39425/dmitri-sokolov","F","2017","DY+1","64","0.6094","0.4063","1.0157","31","8","1","39","17","9","6","26","173","17.92","95","17.89","268","17.91","4.19","48","72","1.1250","60.00","73.85","","","","","","","1998-04-14","19.42","19.71","SBY","6'00","L","2016","MIN (2016) - #196","MIN","MIN","pick224.com/images/39425_dmitri-sokolov2017.png"
"WHL","Matthew Phillips","39365/matthew-phillips","F","2017","DY+1","70","0.7000","0.3000","1.0000","31","18","5","49","11","10","5","21","","","","","","","0.00","","","","70.00","60.00","","","","","","","1998-04-06","19.44","19.74","VIC","5'06","R","2016","CGY (2016) - #166","CGY","CGY",""
"WHL","Kailer Yamamoto","40350/kailer-yamamoto","F","2017","DY","65","0.7385","0.2615","1.0000","28","20","10","48","7","10","12","17","","","","","","","0.00","","","","73.85","53.85","","","","","","","1998-09-29","18.96","19.26","SPO","5'09","R","2017","EDM (2017) - #22","EDM","EDM",""
"WHL","Chad Butcher","34732/chad-butcher","F","2017","DY+3","68","0.6912","0.2941","0.9853","16","31","11","47","8","12","11","20","","","","","","","0.00","","","","70.15","35.82","","","","","","","1996-01-25","21.64","21.93","MH","5'10","R","2014","","","",""
"OHL","Jordan Kyrou","39580/jordan-kyrou","F","2017","DY+1","66","0.6818","0.3030","0.9848","21","24","16","45","9","11","13","20","164","12.80","58","15.52","223","13.45","3.38","30","94","1.4242","69.23","46.15","","","","","","","1998-05-05","19.36","19.66","SAR","6'00","R","2016","STL (2016) - #35","STL","STL","pick224.com/images/39580_jordan-kyrou2017.png"
"OHL","Kole Sherwood","36747/kole-sherwood","F","2017","DY+2","60","0.8500","0.1333","0.9833","28","23","15","51","5","3","11","8","217","12.90","75","6.67","292","11.30","4.87","33","85","1.4167","86.44","55.93","","","","","","","1997-01-22","20.65","20.94","FLNT","6'01","R","2015","","","CBJ","pick224.com/images/36747_kole-sherwood2017.png"
"OHL","Zach Senyshyn","37271/zach-senyshyn","F","2017","DY+2","59","0.7458","0.2373","0.9831","36","8","5","44","6","8","2","14","206","17.48","51","11.76","261","16.09","4.42","42","65","1.1017","75.86","72.41","","","","","","","1997-03-30","20.46","20.75","SSM","6'03","R","2015","BOS (2015) - #15","BOS","BOS","pick224.com/images/37271_zach-senyshyn2017.png"
"OHL","Nikita Korostelev","36882/nikita-korostelev","F","2017","DY+2","55","0.6727","0.3091","0.9818","22","15","3","37","7","10","7","17","138","15.94","55","12.73","193","15.03","3.51","29","64","1.1636","68.52","53.70","","","","","","","1997-02-08","20.60","20.90","SAR/PBO","6'01","R","2015","TOR (2015) - #185","TOR","","pick224.com/images/36882_nikita-korostelev2017.png"
"WHL","Jayden Halbgewachs","37212/jayden-halbgewachs","F","2017","DY+2","71","0.7042","0.2676","0.9718","35","15","15","50","9","10","9","19","","","","","","","0.00","","","","72.46","63.77","","","","","","","1997-03-22","20.48","20.78","MJ","5'08","L","2015","","","SJS",""
"OHL","Max Jones","38984/max-jones","F","2017","DY+1","33","0.7273","0.2424","0.9697","15","9","2","24","1","7","0","8","78","19.23","26","3.85","115","14.78","3.48","17","36","1.0909","75.00","50.00","","","","","","","1998-02-17","19.58","19.87","LDN","6'03","L","2016","ANA (2016) - #24","ANA","ANA","pick224.com/images/38984_max-jones2017.png"
"QMJHL","Kameron Kielly","36535/kameron-kielly","F","2017","DY+2","65","0.6769","0.2923","0.9692","26","18","6","44","8","11","5","19","185","14.05","35","22.86","229","14.85","3.52","34","74","1.1385","69.84","53.97","","","","","","","1996-12-13","20.76","21.05","CHA","6'01","R","2015","","","","pick224.com/images/36535_kameron-kielly2017.png"
"OHL","Jonah Gadjovich","40400/jonah-gadjovich","F","2017","DY","60","0.6000","0.3667","0.9667","28","8","12","36","17","5","2","22","200","14.00","67","25.37","275","16.73","4.58","46","74","1.2333","62.07","77.59","","","","","","","1998-10-12","18.93","19.22","OS","6'02","L","2017","VAN (2017) - #55","VAN","VAN","pick224.com/images/40400_jonah-gadjovich2017.png"
"OHL","Gabriel Vilardi","42109/gabriel-vilardi","F","2017","DY","49","0.7143","0.2449","0.9592","20","15","7","35","8","4","6","12","118","16.95","28","28.57","150","19.33","3.06","29","61","1.2449","74.47","59.57","","","","","","","1999-08-16","18.08","18.38","WSR","6'02","R","2017","LAK (2017) - #11","LAK","LAK","pick224.com/images/42109_gabriel-vilardi2017.png"
"WHL","Tyler Steenbergen","38674/tyler-steenbergen","F","2017","DY+1","72","0.6944","0.2639","0.9583","26","24","7","50","14","5","3","19","","","","","","","0.00","","","","72.46","57.97","","","","","","","1998-01-07","19.69","19.98","SC","5'10","L","2016","ARI (2017) - #128","ARI","ARI",""
"OHL","Jason Robertson","41986/jason-robertson","F","2017","DY","68","0.6176","0.3382","0.9558","30","12","6","42","12","11","10","23","218","13.76","82","14.63","301","13.95","4.43","42","81","1.1912","64.62","64.62","","","","","","","1999-07-22","18.15","18.44","KGN","6'02","L","2017","DAL (2017) - #39","DAL","DAL","pick224.com/images/41986_jason-robertson2017.png"
"QMJHL","Antoine Waked","35593/antoine-waked","F","2017","DY+3","67","0.6866","0.2687","0.9553","28","18","10","46","11","7","4","18","179","15.64","32","34.38","225","17.33","3.36","39","80","1.1940","71.88","60.94","","","","","","","1996-05-17","21.33","21.62","ROU","6'01","R","2014","","","MTL","pick224.com/images/35593_antoine-waked2017.png"
"QMJHL","Matthew Highmore","34994/matthew-highmore","F","2017","DY+3","64","0.5625","0.3906","0.9531","18","18","12","36","13","12","11","25","161","11.18","49","26.53","220","15.45","3.44","34","89","1.3906","59.02","50.82","","","","","","","1996-02-27","21.55","21.84","SNB","5'10","L","2014","","","CHI","pick224.com/images/34994_matthew-highmore2017.png"
"WHL","Cody Glass","41297/cody-glass","F","2017","DY","69","0.6812","0.2609","0.9420","20","27","16","47","9","9","10","18","","","","","","","0.00","","","","72.31","44.62","","","","","","","1999-04-01","18.46","18.75","POR","6'02","R","2017","VGK (2017) - #6","VGK","VGK",""
"QMJHL","Alexandre Goulet","35264/alexandre-goulet","F","2017","DY+3","68","0.5735","0.3676","0.9411","23","16","9","39","15","10","15","25","169","13.61","49","30.61","235","16.60","3.46","39","89","1.3088","60.94","59.38","","","","","","","1996-04-05","21.44","21.74","VIC","6'00","L","2014","","","","pick224.com/images/35264_alexandre-goulet2017.png"
"WHL","Tyler Benson","39196/tyler-benson","F","2017","DY+1","33","0.6970","0.2424","0.9394","7","16","2","23","3","5","3","8","","","","","","","0.00","","","","74.19","32.26","","","","","","","1998-03-15","19.50","19.79","VAN","6'00","L","2016","EDM (2016) - #32","EDM","EDM",""
"OHL","Matt Luff","37535/matt-luff","F","2017","DY+2","45","0.6667","0.2667","0.9334","17","13","2","30","7","5","3","12","132","12.88","42","16.67","184","13.59","4.09","25","49","1.0889","71.43","57.14","","","","","","","1997-05-05","20.36","20.66","HAM","6'03","R","2015","","","LAK","pick224.com/images/37535_matt-luff2017.png"
"WHL","Noah Gregor","40072/noah-gregor","F","2017","DY+1","52","0.6538","0.2692","0.9231","19","15","5","34","7","7","2","14","","","","","","","0.00","","","","70.83","54.17","","","","","","","1998-07-28","19.13","19.43","MJ","6'01","L","2016","SJS (2016) - #111","SJS","SJS",""
"WHL","Reid Duke","34760/reid-duke","F","2017","DY+3","59","0.6102","0.3051","0.9153","21","15","6","36","9","9","2","18","","","","","","","0.00","","","","66.67","55.56","","","","","","","1996-01-28","21.63","21.93","BDN","6'00","R","2014","MIN (2014) - #169","MIN","VGK",""
"OHL","Kevin Hancock","39083/kevin-hancock","F","2017","DY+1","68","0.5735","0.3382","0.9117","17","22","12","39","13","10","10","23","156","10.90","61","21.31","225","13.33","3.31","30","85","1.2500","62.90","48.39","","","","","","","1998-03-02","19.54","19.83","OS","5'11","L","2016","","","","pick224.com/images/39083_kevin-hancock2017.png"
"OHL","Spencer Watson","35412/spencer-watson","F","2017","DY+3","41","0.6829","0.2195","0.9024","20","8","5","28","5","4","7","9","126","15.87","32","15.63","169","16.57","4.12","28","53","1.2927","75.68","67.57","","","","","","","1996-04-25","21.39","21.68","MISS","5'11","R","2014","LAK (2014) - #209","LAK","","pick224.com/images/35412_spencer-watson2017.png"
"QMJHL","Alexis D'Aoust","35245/alexis-d-aoust","F","2017","DY+3","50","0.7400","0.1600","0.9000","24","13","11","37","5","3","4","8","147","16.33","26","19.23","179","16.20","3.58","29","60","1.2000","82.22","64.44","","","","","","","1996-04-03","21.45","21.74","SHA","6'00","R","2014","","","","pick224.com/images/35245_alexis-d-aoust2017.png"
"WHL","Morgan Geekie","40042/morgan-geekie","F","2017","DY+1","72","0.5972","0.2917","0.8889","19","24","13","43","13","8","6","21","","","","","","","0.00","","","","67.19","50.00","","","","","","","1998-07-20","19.15","19.45","TC","6'02","R","2016","CAR (2017) - #67","CAR","CAR",""
"WHL","Jordan Topping","37980/jordan-topping","F","2017","DY+2","43","0.6512","0.2326","0.8837","16","12","10","28","8","2","0","10","","","","","","","0.00","","","","73.68","63.16","","","","","","","1997-07-20","20.15","20.45","TC","6'01","L","2015","","","",""
"WHL","Michael Spacek","37340/michael-spacek","F","2017","DY+2","59","0.6610","0.2203","0.8814","20","19","11","39","4","9","9","13","","","","","","","0.00","","","","75.00","46.15","","","","","","","1997-04-09","20.43","20.73","RD","5'11","R","2015","WPG (2015) - #108","WPG","WPG",""
"WHL","Ryan Gropp","36230/ryan-gropp","F","2017","DY+2","66","0.6061","0.2727","0.8788","24","16","14","40","10","8","6","18","","","","","","","0.00","","","","68.97","58.62","","","","","","","1996-09-16","21.00","21.29","SEA","6'03","L","2015","NYR (2015) - #41","NYR","NYR",""
"WHL","Zak Zborosky","36344/zak-zborosky","F","2017","DY+2","66","0.6667","0.2121","0.8788","25","19","7","44","12","2","4","14","","","","","","","0.00","","","","75.86","63.79","","","","","","","1996-10-15","20.92","21.21","KTN/LET","6'00","R","2015","","","",""
"OHL","Michael McLeod","38876/michael-mcleod","F","2017","DY+1","57","0.6842","0.1930","0.8772","20","19","15","39","5","6","2","11","131","15.27","29","17.24","174","15.52","3.05","27","73","1.2807","78.00","50.00","","","","","","","1998-02-03","19.62","19.91","MISS","6'02","R","2016","NJD (2016) - #12","NJD","NJD","pick224.com/images/38876_michael-mcleod2017.png"
"QMJHL","Samuel Laberge","37351/samuel-laberge","F","2017","DY+2","40","0.5750","0.3000","0.8750","11","12","10","23","7","5","0","12","92","11.96","25","28.00","119","15.13","2.98","18","45","1.1250","65.71","51.43","","","","","","","1997-04-10","20.43","20.73","RIM","6'02","L","2015","","","","pick224.com/images/37351_samuel-laberge2017.png"
"QMJHL","Pierre-Luc Dubois","39904/pierre-luc-dubois","F","2017","DY+1","48","0.6042","0.2708","0.8750","13","16","6","29","8","5","7","13","121","10.74","43","18.60","166","12.65","3.46","21","55","1.1458","69.05","50.00","","","","","","","1998-06-24","19.23","19.52","CAP/BLB","6'03","L","2016","CBJ (2016) - #3","CBJ","CBJ","pick224.com/images/39904_pierre-luc-dubois2017.png"
"OHL","Cliff Pu","39761/cliff-pu","F","2017","DY+1","63","0.5873","0.2857","0.8730","22","15","14","37","11","7","15","18","109","20.18","62","17.74","187","18.72","2.97","35","86","1.3651","67.27","60.00","","","","","","","1998-06-03","19.28","19.58","LDN","6'02","R","2016","BUF (2016) - #69","BUF","FLA","pick224.com/images/39761_cliff-pu2017.png"
"QMJHL","Spencer Smallman","36202/spencer-smallman","F","2017","DY+3","60","0.4667","0.4000","0.8667","14","14","9","28","14","10","14","24","105","13.33","27","51.85","143","20.98","2.38","30","79","1.3167","53.85","53.85","","","","","","","1996-09-09","21.02","21.31","SNB","6'01","R","2014","CAR (2015) - #138","CAR","CAR","pick224.com/images/36202_spencer-smallman2017.png"
"WHL","Connor Hobbs","36610/connor-hobbs","D","2017","DY+2","67","0.5224","0.3433","0.8657","18","17","5","35","8","15","10","23","","","","","","","0.00","","","","60.34","44.83","","","","","","","1997-01-04","20.70","20.99","REG","6'01","R","2015","WSH (2015) - #143","WSH","WSH",""
"QMJHL","Jean-Christophe Beaudin","37252/jean-christophe-beaudin","F","2017","DY+2","65","0.5077","0.3538","0.8615","17","16","14","33","8","15","5","23","156","10.90","50","16.00","219","13.70","3.37","30","80","1.2308","58.93","44.64","","","","","","","1997-03-27","20.47","20.76","ROU","6'01","R","2015","COL (2015) - #71","COL","OTT","pick224.com/images/37252_jean-christophe-beaudin2017.png"
"QMJHL","Julien Gauthier","38357/julien-gauthier","F","2017","DY+1","43","0.5814","0.2791","0.8605","8","17","7","25","6","6","4","12","132","6.06","34","17.65","180","9.44","4.19","17","51","1.1860","67.57","37.84","","","","","","","1997-10-15","19.92","20.21","VDO/SNB","6'04","R","2016","CAR (2016) - #21","CAR","NYR","pick224.com/images/38357_julien-gauthier2017.png"
"QMJHL","Thomas Chabot","36807/thomas-chabot","D","2017","DY+2","34","0.4412","0.4118","0.8530","3","12","6","15","7","7","9","14","70","4.29","37","18.92","109","9.17","3.21","10","45","1.3235","51.72","34.48","","","","","","","1997-01-30","20.63","20.92","SNB","6'02","L","2015","OTT (2015) - #18","OTT","OTT","pick224.com/images/36807_thomas-chabot2017.png"
"WHL","Brayden Burke","36581/brayden-burke","F","2017","DY+2","61","0.5246","0.3279","0.8525","8","24","17","32","8","12","7","20","","","","","","","0.00","","","","61.54","30.77","","","","","","","1997-01-01","20.71","21.00","LET/MJ","5'10","L","2015","","","ARI",""
"QMJHL","Alex Barre-Boulet","37639/alex-barre-boulet","F","2017","DY+2","65","0.4923","0.3538","0.8461","18","14","14","32","8","15","6","23","179","10.06","43","18.60","238","12.18","3.66","29","81","1.2462","58.18","47.27","","","","","","","1997-05-21","20.32","20.61","DRU/BLB","5'10","L","2015","","","TBL","pick224.com/images/37639_alex-barre-boulet2017.png"
"OHL","Anthony Cirelli","37951/anthony-cirelli","F","2017","DY+2","51","0.5490","0.2941","0.8431","19","9","12","28","6","9","6","15","113","16.81","33","18.18","161","15.53","3.16","25","64","1.2549","65.12","58.14","","","","","","","1997-07-15","20.17","20.46","OSH/ER","6'01","L","2015","TBL (2015) - #72","TBL","TBL","pick224.com/images/37951_anthony-cirelli2017.png"
"QMJHL","Alex Dostie","37374/alex-dostie","F","2017","DY+2","63","0.6032","0.2381","0.8413","22","16","7","38","6","9","8","15","125","17.60","25","24.00","162","18.52","2.57","30","71","1.1270","71.70","52.83","","","","","","","1997-04-13","20.42","20.72","GAT/CHA","5'10","L","2015","ANA (2016) - #115","ANA","ANA","pick224.com/images/37374_alex-dostie2017.png"
"QMJHL","Maxime Fortier","38568/maxime-fortier","F","2017","DY+1","68","0.5735","0.2647","0.8382","19","20","14","39","7","11","9","18","167","11.38","60","11.67","250","12.80","3.68","32","87","1.2794","68.42","45.61","","","","","","","1997-12-15","19.75","20.04","HAL","5'10","R","2016","","","CBJ","pick224.com/images/38568_maxime-fortier2017.png"
"OHL","Hayden Hodgson","35030/hayden-hodgson","F","2017","DY+3","67","0.5970","0.2388","0.8358","24","16","9","40","14","2","2","16","193","12.44","43","32.56","237","16.03","3.54","38","67","1.0000","71.43","67.86","","","","","","","1996-03-02","21.54","21.83","SAG","6'02","R","2014","","","","pick224.com/images/35030_hayden-hodgson2017.png"
"OHL","JJ Piccinich","35740/j.j.-piccinich","F","2017","DY+3","66","0.5152","0.3182","0.8334","12","22","10","34","12","9","4","21","115","10.43","44","27.27","169","15.38","2.56","26","71","1.0758","61.82","43.64","","","","","","","1996-06-12","21.26","21.55","LDN","6'00","R","2014","TOR (2014) - #103","TOR","","pick224.com/images/35740_j.j.-piccinich2017.png"
"WHL","Calvin Thurkauf","37861/calvin-thurkauf","F","2017","DY+2","60","0.5167","0.3167","0.8333","23","8","13","31","9","10","4","19","","","","","","","0.00","","","","62.00","64.00","","","","","","","1997-06-27","20.22","20.51","KEL","6'02","L","2015","CBJ (2016) - #185","CBJ","CBJ",""
"WHL","Aleksi Heponiemi","40712/aleksi-heponiemi","F","2017","DY","72","0.6111","0.2222","0.8333","24","20","6","44","4","12","14","16","","","","","","","0.00","","","","73.33","46.67","","","","","","","1999-01-09","18.68","18.98","SC","5'10","L","2017","FLA (2017) - #40","FLA","FLA",""
"WHL","Dawson Leedahl","35110/dawson-leedahl","F","2017","DY+3","71","0.5775","0.2535","0.8310","21","20","17","41","10","8","4","18","","","","","","","0.00","","","","69.49","52.54","","","","","","","1996-03-19","21.49","21.78","REG","6'02","L","2014","","","NYR",""
